154.04,154.06
169.98,170
170.02,170.04
518.32,518.34
546.34,546.36
772.52,772.54
780.54,780.56
782.56,782.58
783.56,783.58
798.54,798.56
804.54,804.56
806.56,806.58
809.58,809.6
820.52,820.54
832.56,832.58
